algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
LFDA,synthetic,(100|2|2),0,0,0.95,0.9565217391304348,0.9473684210526316,0.9494949494949494
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.95,0.9492063492063492,0.9492063492063492,0.9492063492063492
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.5,0.4996873045653534,0.4996873045653534,0.4996873045653534
MLKR,synthetic,(100|2|2),0,0,0.5125,0.525,0.5187617260787993,0.4833581718827621
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.9625,0.9594594594594594,0.9673913043478262,0.96201930685235
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.925,0.9235588972431077,0.9267676767676767,0.9245757385292269
MLKR,synthetic,(100|2|2),0,0,0.45,0.44165054803352677,0.44311753614079197,0.44126984126984126
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.9875,0.9871794871794872,0.9880952380952381,0.9874823971209512
MMC_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9625,0.9651162790697674,0.9624471913628541
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.4625,0.5214285714285714,0.5095238095238095,0.4043290043290043
MLKR,synthetic,(100|2|2),0,0,0.4375,0.4390320553111251,0.4392230576441103,0.4374120956399437
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.9875,0.986842105263158,0.9883720930232558,0.9874509803921567
MMC_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9651162790697674,0.9625,0.9624471913628541
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.4625,0.4916666666666667,0.4936507936507937,0.44291497975708505
MLKR,synthetic,(100|2|2),0,0,0.4875,0.5242763772175537,0.5164141414141414,0.4568637191588011
LFDA,synthetic,(100|2|2),0,0,0.9875,0.9864864864864865,0.9886363636363636,0.9874035584947253
LMNN,synthetic,(100|2|2),0,0,0.95,0.9499687304565353,0.9499687304565353,0.9499687304565353
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.9875,0.9878048780487805,0.9875,0.9874980465697765
MLKR,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.95,0.9459459459459459,0.9574468085106382,0.9492063492063492
MMC_Supervised,synthetic,(100|2|2),0,0,0.975,0.9714285714285714,0.9787234042553192,0.9744245524296675
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.9625,0.9621638524077548,0.963032581453634,0.9624471913628541
MLKR,synthetic,(100|2|2),0,0,0.75,0.7531328320802004,0.7550505050505051,0.7498436522826767
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.9625,0.9627892432770482,0.9624999999999999,0.9624941397093296
MMC_Supervised,synthetic,(100|2|2),0,0,0.9125,0.9133833646028768,0.9141604010025062,0.9124863259884357
LSML_Supervised,synthetic,(100|2|2),0,0,0.925,0.9318181818181819,0.9285714285714286,0.9249530956848029
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.85,0.8846153846153846,0.85,0.8465473145780051
MLKR,synthetic,(100|2|2),0,0,0.4875,0.5785714285714285,0.5349206349206349,0.432034632034632
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.85,0.85,0.8508771929824561,0.849906191369606
LSML_Supervised,synthetic,(100|2|2),0,0,0.9,0.9069767441860466,0.9111111111111111,0.8999374609130706
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.9125,0.9125,0.914833438089252,0.9123767798466593
MLKR,synthetic,(100|2|2),0,0,0.6,0.6098901098901099,0.6,0.5907928388746804
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.7875,0.7913533834586466,0.7952380952380952,0.7872007510561727
MMC_Supervised,synthetic,(100|2|2),0,0,0.8375,0.8541666666666667,0.8402126328955597,0.836246260431428
LSML_Supervised,synthetic,(100|2|2),0,0,0.925,0.9235588972431077,0.9267676767676767,0.9245757385292269
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.4375,0.44285714285714284,0.4431818181818182,0.43741209563994377
MLKR,synthetic,(100|2|2),0,0,0.75,0.7557544757033248,0.75,0.7485857950974228
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.7,0.7445054945054945,0.7276214833759591,0.6983029541169076
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9861111111111112,0.9888888888888889,0.9873397689507832
NCA,synthetic,(100|2|2),0,0,0.475,0.2375,0.5,0.3220338983050847
MLKR,synthetic,(100|2|2),0,0,0.9875,0.9886363636363636,0.9864864864864865,0.9874035584947253
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.625,0.6247642991829039,0.6241400875547217,0.6240601503759399
MLKR,synthetic,(100|2|2),0,0,0.6,0.6066666666666667,0.6,0.5936507936507935
LFDA,synthetic,(100|2|2),0,0,0.9875,0.9883720930232558,0.986842105263158,0.9874509803921567
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9857142857142858,0.9891304347826086,0.9872591176939003
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.6125,0.6115409413281754,0.6083959899749374,0.6075328374742839
MLKR,synthetic,(100|2|2),0,0,0.625,0.625,0.62531328320802,0.6247654784240151
LFDA,synthetic,(100|2|2),0,0,0.9875,0.9875,0.9878048780487805,0.9874980465697765
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.9,0.9069767441860466,0.9111111111111111,0.8999374609130706
MLKR,synthetic,(100|2|2),0,0,0.6125,0.7088744588744589,0.6207004377736085,0.5705627705627705
LFDA,synthetic,(100|2|2),0,0,0.9625,0.9571428571428571,0.96875,0.961482908040443
LMNN,synthetic,(100|2|2),0,0,0.95,0.9486215538847118,0.952020202020202,0.9497171590194846
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.95,0.9505941213258287,0.9505941213258287,0.9500000000000001
MLKR,synthetic,(100|2|2),0,0,0.5375,0.5256930358350237,0.523989898989899,0.5206477732793522
LFDA,synthetic,(100|2|2),0,0,0.9875,0.9871794871794872,0.9880952380952381,0.9874823971209512
LMNN,synthetic,(100|2|2),0,0,0.975,0.9743589743589743,0.9767441860465116,0.9749373433583961
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9871794871794872,0.9880952380952381,0.9874823971209512
NCA,synthetic,(100|2|2),0,0,0.5375,0.6227598566308243,0.5883301096067053,0.5206477732793522
MLKR,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.875,0.8857142857142857,0.8818353236957888,0.8749218261413383
MMC_Supervised,synthetic,(100|2|2),0,0,0.9,0.9050911376492772,0.9050911376492772,0.9
LSML_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9632306725329982,0.9617794486215538,0.9623529411764705
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.625,0.625,0.62531328320802,0.6247654784240151
MLKR,synthetic,(100|2|2),0,0,0.4125,0.41035353535353536,0.41119449656035023,0.4101960784313725
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.575,0.6615384615384616,0.5989943431803897,0.5402298850574712
MLKR,synthetic,(100|2|2),0,0,0.5625,0.5945454545454545,0.5820707070707071,0.5540691192865106
LFDA,synthetic,(100|2|2),0,0,0.9875,0.9875,0.9878048780487805,0.9874980465697765
LMNN,synthetic,(100|2|2),0,0,0.9125,0.925531914893617,0.9125,0.9118249094630767
MMC_Supervised,synthetic,(100|2|2),0,0,0.8875,0.9117647058823529,0.881578947368421,0.8844487241213288
LSML_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9861111111111112,0.9888888888888889,0.9873397689507832
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.5125,0.5078125,0.5050031269543465,0.4597402597402598
MLKR,synthetic,(100|2|2),0,0,0.85,0.8483709273182958,0.851010101010101,0.8491514770584538
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.975,0.9744245524296675,0.9744245524296675,0.9744245524296675
MMC_Supervised,synthetic,(100|2|2),0,0,0.6875,0.7072727272727273,0.6785714285714286,0.6727213222058583
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.6,0.6328125,0.5852130325814536,0.5527603074772885
MLKR,synthetic,(100|2|2),0,0,0.6875,0.7024500322372662,0.6982323232323233,0.6870599280237835
LFDA,synthetic,(100|2|2),0,0,0.9375,0.9418604651162791,0.9404761904761905,0.9374902328488827
LMNN,synthetic,(100|2|2),0,0,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335
MMC_Supervised,synthetic,(100|2|2),0,0,0.8875,0.8952020202020202,0.893463230672533,0.8874824191279889
LSML_Supervised,synthetic,(100|2|2),0,0,0.9375,0.9377736085053159,0.9375,0.9374902328488826
ITML_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9883720930232558,0.986842105263158,0.9874509803921567
NCA,synthetic,(100|2|2),0,0,0.475,0.512987012987013,0.5075757575757576,0.43204868154158216
MLKR,synthetic,(100|2|2),0,0,0.8,0.8,0.8,0.8000000000000002
LFDA,synthetic,(100|2|2),0,0,0.9625,0.9651162790697674,0.9625,0.9624471913628541
LMNN,synthetic,(100|2|2),0,0,0.9875,0.986842105263158,0.9883720930232558,0.9874509803921567
MMC_Supervised,synthetic,(100|2|2),0,0,0.725,0.7472527472527473,0.725,0.7186700767263428
LSML_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9625,0.9651162790697674,0.9624471913628541
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.8625,0.89,0.8658536585365854,0.8607374584586169
MLKR,synthetic,(100|2|2),0,0,0.7875,0.7875,0.7891263356379636,0.7872007510561727
LFDA,synthetic,(100|2|2),0,0,0.95,0.9583333333333333,0.9444444444444444,0.948849104859335
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.8375,0.8554970375246873,0.8374999999999999,0.8354169963601835
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.8125,0.8410138248847927,0.827020202020202,0.8117647058823529
MLKR,synthetic,(100|2|2),0,0,0.8375,0.8667582417582418,0.8339587242026266,0.8330926015085862
LFDA,synthetic,(100|2|2),0,0,0.9875,0.9864864864864865,0.9886363636363636,0.9874035584947253
LMNN,synthetic,(100|2|2),0,0,0.9875,0.9861111111111112,0.9888888888888889,0.9873397689507832
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,0.95,0.9497171590194846,0.9497171590194846,0.9497171590194846
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.4875,0.6010332950631458,0.5572916666666666,0.4568637191588011
MLKR,synthetic,(100|2|2),0,0,0.5125,0.5208333333333333,0.5175109443402126,0.49473684210526314
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.975,0.974937343358396,0.974937343358396,0.974937343358396
MMC_Supervised,synthetic,(100|2|2),0,0,0.7,0.7362637362637363,0.7171717171717171,0.696969696969697
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.95,0.949874686716792,0.949874686716792,0.949874686716792
MLKR,synthetic,(100|2|2),0,0,0.5875,0.5921658986175116,0.5874999999999999,0.5822123753758506
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.85,0.8521303258145363,0.8521303258145363,0.8500000000000001
MMC_Supervised,synthetic,(100|2|2),0,0,0.9375,0.9418604651162791,0.9404761904761905,0.9374902328488827
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,0.975,0.9777777777777779,0.972972972972973,0.9747474747474747
NCA,synthetic,(100|2|2),0,0,0.4625,0.576320939334638,0.5249360613810742,0.39340504320225705
MLKR,synthetic,(100|2|2),0,0,0.9875,0.9861111111111112,0.9888888888888889,0.9873397689507832
LFDA,synthetic,(100|2|2),0,0,0.9375,0.9456521739130435,0.9358974358974359,0.9370177924736263
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9632306725329982,0.9617794486215538,0.9623529411764705
LSML_Supervised,synthetic,(100|2|2),0,0,0.95,0.949874686716792,0.949874686716792,0.949874686716792
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.45,0.4285714285714286,0.4398496240601504,0.42067149440421336
MLKR,synthetic,(100|2|2),0,0,0.6125,0.6606133979015334,0.62468671679198,0.5941744395352642
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.95,0.9565217391304348,0.9473684210526316,0.9494949494949494
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.875,0.875,0.8836317135549872,0.8742928975487115
MLKR,synthetic,(100|2|2),0,0,0.6125,0.6583333333333333,0.6188242651657285,0.5893359827786058
LFDA,synthetic,(100|2|2),0,0,0.95,0.949874686716792,0.949874686716792,0.949874686716792
LMNN,synthetic,(100|2|2),0,0,0.9375,0.9456521739130435,0.9358974358974359,0.9370177924736263
MMC_Supervised,synthetic,(100|2|2),0,0,0.9,0.9005628517823641,0.9005628517823641,0.9
LSML_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9625,0.9651162790697674,0.9624471913628541
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.9875,0.9883720930232558,0.986842105263158,0.9874509803921567
MLKR,synthetic,(100|2|2),0,0,0.525,0.5325596389426177,0.5317410433689503,0.5238095238095237
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.9,0.9011882426516573,0.9032055311125078,0.8999374609130707
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.5625,0.5717577353522054,0.568295739348371,0.5591245473153834
MLKR,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LFDA,synthetic,(100|2|2),0,0,0.975,0.9782608695652174,0.9722222222222222,0.9746031746031746
LMNN,synthetic,(100|2|2),0,0,0.9875,0.9886363636363636,0.9864864864864865,0.9874035584947253
MMC_Supervised,synthetic,(100|2|2),0,0,0.875,0.8913043478260869,0.8863636363636364,0.8749218261413384
LSML_Supervised,synthetic,(100|2|2),0,0,0.9875,0.986842105263158,0.9883720930232558,0.9874509803921567
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.9,0.9183673469387755,0.8974358974358974,0.8984126984126984
MLKR,synthetic,(100|2|2),0,0,0.4875,0.4893483709273183,0.4893148962916405,0.48741990936083757
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.825,0.8233082706766917,0.8257575757575758,0.8240100565681961
MMC_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9864864864864865,0.9886363636363636,0.9874035584947253
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.7125,0.7285115303983228,0.7048872180451128,0.7020242914979757
MLKR,synthetic,(100|2|2),0,0,0.675,0.75,0.6604010025062657,0.636617749825297
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,0.9125,0.9165054803352676,0.9078282828282829,0.9108138238573023
MMC_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9680851063829787,0.9583333333333333,0.9617773530817009
LSML_Supervised,synthetic,(100|2|2),0,0,0.9625,0.9617794486215538,0.9632306725329982,0.9623529411764705
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.8875,0.8952288845905867,0.8840852130325814,0.8860579205570501
MLKR,synthetic,(100|2|2),0,0,0.6625,0.6983218916857361,0.6625,0.6465390279823269
LFDA,synthetic,(100|2|2),0,0,0.975,0.9743589743589743,0.9767441860465116,0.9749373433583961
LMNN,synthetic,(100|2|2),0,0,0.9625,0.9633838383838385,0.9613450659962288,0.9622106754841757
MMC_Supervised,synthetic,(100|2|2),0,0,0.975,0.9767441860465116,0.9743589743589743,0.9749373433583961
LSML_Supervised,synthetic,(100|2|2),0,0,0.85,0.8580562659846547,0.8500000000000001,0.8491514770584538
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MLKR,synthetic,(100|2|2),0,0,0.65,0.6909090909090909,0.6649905719673161,0.6419437340153453
LFDA,synthetic,(100|2|2),0,0,0.925,0.9226901319924576,0.926984126984127,0.9242424242424243
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.925,0.9217171717171717,0.9271099744245523,0.9238095238095237
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.95,0.9534883720930232,0.9512195121951219,0.9499687304565354
MLKR,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LFDA,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
LMNN,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,synthetic,(100|2|2),0,0,0.8125,0.85,0.8333333333333333,0.8117647058823529
LSML_Supervised,synthetic,(100|2|2),0,0,0.9375,0.9444444444444444,0.9375,0.9372549019607843
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.5125,0.51,0.5093808630393997,0.5031055900621118
MLKR,synthetic,(100|2|2),0,0,0.5125,0.5145454545454545,0.5125,0.49473684210526314
